Address,Content Type,Status Code,Indexability,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,H1-1,H1-1 Length,H1-2,H1-2 Length,Word Count,Sentence Count,Size (bytes),Transferred (bytes),Word Count,Sentence Count,Average Words Per Sentence,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Response Time,H1-1 Length Length,H1-2 Length Length,Meta Description 1 Length Length,Meta Description 1 Pixel Width Length,Title 1 Length Length,Title 1 Pixel Width Length
https://cals.cornell.edu/,text/html; charset=UTF-8,200,Indexable,Cornell CALS - College of Agriculture and Life Sciences,55,484,Cornell University’s College of Agriculture and Life Sciences tackles the challenges of our times through purpose-driven science that advances understanding and improves life.,175,1087,Purpose-Driven Science,22,Stay in touch!,14,598,119.0,210752,38306,598,119.0,5.025,1.47,161,68,0,5,5,0,3.567,2,2,3,4,2,3
https://aglifesciences.tamu.edu/,text/html; charset=UTF-8,200,Indexable,Home - College of Agriculture & Life Sciences,45,400,"UF/IFAS Extension bring the power of UF’s research and education to every county in Florida. We support farmers and growers, home and business owners, youth and families through science-based programs, information and accessible expertise.",239,0,Agriculture and Life Sciences,29,2024–25 Ski Passport grades 3–6,31,455,77.0,85091,17934,455,77.0,5.909,1.47,122,79,0,17,15,0,0.84,2,2,3,1,2,3
https://www.cbp.gov/border-security/protecting-agriculture,text/html; charset=UTF-8,200,Indexable,Protecting Agriculture | U.S. Customs and Border Protection,59,529,"Invasive species and toxic substances are among the many threats to American agriculture and natural resources. Through targeting, detection, and interception, CBP agriculture specialists (CBPAS) work to prevent these threats from entering the United States.",258,1611,Protecting Agriculture,22,Meet Mario Ferruzzi CALS New Dean,33,715,136.0,112159,17328,715,136.0,5.257,1.47,246,188,0,15,14,0,2.398,2,2,3,4,2,3
https://www.cdfa.ca.gov/,text/html; charset=utf-8,200,Indexable,California Department of Food and Agriculture - CDFA,52,474,California Department of Food and Agriculture,45,286,cdfa protects,13,GUIDELINES,10,536,107.0,64427,64427,536,107.0,5.009,2.94,268,202,0,19,11,0,4.151,2,2,2,3,2,3
https://extension.wisc.edu/agriculture/,text/html; charset=UTF-8,200,Indexable,Agriculture – Extension,23,208,"Agriculture The UW-Madison Division of Extension Agriculture Institute addresses emerging issues related to Wisconsin’s agriculture and horticulture systems with research-based outreach to advance economically sustainable, socially responsible, and environmentally sound practices. Ask an Agriculture Question Ask a Gardening Question Subscribe for Agriculture Updates Our People Interact with our Programs Ag Water Quality Delivers educational content […]",456,2873,Extension,9,Agriculture,11,524,110.0,124318,29796,524,110.0,4.764,1.47,71,38,0,19,10,0,4.437,1,2,3,4,2,3
https://www.mendocinocounty.gov/government/agriculture,text/html; charset=utf-8,200,Indexable,"Agriculture | Mendocino County, CA",34,315,"Parenting Services mission is to offer meaningful support to pregnant and parenting students by addressing their unique challenges, therefore allowing them...",158,0,"Mendocino County, CA",20,Agriculture,11,1430,294.0,16155000,12019132,1430,294.0,4.864,1.47,269,255,0,54,47,0,20.196,2,2,3,1,2,3
https://www.nifa.usda.gov/,text/html; charset=UTF-8,200,Indexable,USDA NIFA | National Institute of Food and Agriculture,54,479,The home page for the US Department of Agriculture's National Institute of Food and Agriculture on the web.,107,673,USDA NIFA Invests $14 Million to Further Food Safety Research and Outreach,74,ECE 205 Object Oriented Programming (4),39,597,117.0,89813,18490,597,117.0,5.103,1.47,127,100,0,18,11,0,2.597,2,2,3,3,2,3
https://www.aphis.usda.gov/,text/html; charset=UTF-8,200,Indexable,Home | Animal and Plant Health Inspection Service,49,449,USDA's Animal and Plant Health Inspection Service (APHIS) protects the health and value of U.S. agriculture and natural resources.,130,809,Grateful Dead Lyrics,20,Trending Songs,14,262,71.0,83564,16970,262,71.0,3.69,1.47,140,116,0,15,11,0,4.12,2,2,3,3,2,3
https://www.ncat.edu/,text/html; charset=UTF-8,200,Indexable,Welcome to North Carolina Agricultural and Technical State University,69,618,"N.C. A&T State University is an academic community focused on students - providing them with interdisciplinary learning opportunities, teaching them with faculty renowned for excellence, connecting them to cutting edge discoveries in research, and encouraging them to serve their communities.",292,1833,A&T approved to offer N.C.'s first bachelor's degree in ai,58,Stay in touch!,14,1571,322.0,157714,19087,1571,322.0,4.879,1.47,218,152,0,14,10,0,1.795,2,2,3,4,2,3
https://www.nass.usda.gov/Publications/AgCensus/2017/index.php,text/html; charset=utf-8,200,Indexable,List of Reports and Publications | 2017 Census of Agriculture | USDA/NASS,73,661,"The Census of Agriculture is a complete count of U.S. farms and ranches and the people who operate them. Even small plots of land - whether rural or urban - growing fruit, vegetables or some food animals count if $1,000 or more of such products were raised and sold, or normally would have been sold, during the Census year. The Census of Agriculture, taken only once every five years, looks at land use and ownership, operator characteristics, production practices, income and expenditures. For America's farmers and ranchers, the Census of Agriculture is their voice, their future, and their opportunity.",606,3738,United States Department of Agriculture,39,"Civil, Architectural and Environmental Engineering",50,1967,456.0,75230,75230,1967,456.0,4.314,1.47,241,202,0,22,18,0,7.415,2,2,3,4,2,3
https://www.mdpi.com/journal/agriculture,text/html; charset=UTF-8,200,Indexable,Agriculture | An Open Access Journal from MDPI,46,431,"Agriculture, an international, peer-reviewed Open Access journal.",65,399,Agriculture,11,InkscapeForum.com,17,8260,1465.0,501884,67268,8260,1465.0,5.638,1.47,314,162,0,128,115,0,1.67,2,2,2,3,2,3
https://www.dol.gov/agencies/whd/fact-sheets/40-child-labor-farms,text/html; charset=UTF-8,200,Indexable,Fact Sheet #40: Overview of Youth Employment (Child Labor) Provisions of the Fair Labor Standards Act (FLSA) for Agricultural Occupations | U.S. Department of Labor,164,1475,"Superette's jewellery collection caters to all tastes, featuring gold and silver pendant and charm necklaces, a wide range of earrings, and an assortment of bracelets and rings. Free shipping on orders over $100.",212,0,Fact Sheet #40: Overview of Youth Employment (Child Labor) Provisions of the Fair Labor Standards Act (FLSA) for Agricultural Occupations,137,Mathematics,11,1536,243.0,84783,19838,1536,243.0,6.321,1.47,97,71,0,15,15,0,2.138,3,2,3,1,3,4
https://dnr.alaska.gov/ag/,text/html; charset=utf-8,200,Indexable,Division of Agriculture,23,195,"The staff at Falcon Skydiving are professional, full-time tandem instructors. Skydiving is their full-time occupation.  We do this with safety being our number one concern.",172,0,Department of Natural Resources Division of Agriculture,55,Division of Agriculture,23,246,70.0,24305,7592,246,70.0,3.514,1.47,59,45,0,8,7,0,4.64,2,2,3,1,2,3
https://utia.tennessee.edu/,text/html; charset=UTF-8,200,Indexable,Institute of Agriculture | UTIA,31,256,"WE CREATE REAL. LIFE. SOLUTIONS.™ Whether it’s in the classroom or animal hospital, at one of our research facilities, through interaction in our commu ...",155,967,WE CREATE REAL. LIFE. SOLUTIONS.™,33,Easy Boneless Chicken Biryani Recipe,36,661,126.0,118784,31017,661,126.0,5.246,1.47,89,60,0,17,15,0,1.751,2,2,3,3,2,3
https://www.merriam-webster.com/dictionary/agriculture,text/html; charset=utf-8,200,Indexable,Agriculture Definition & Meaning - Merriam-Webster,50,455,"The meaning of AGRICULTURE is the science, art, or practice of cultivating the soil, producing crops, and raising livestock and in varying degrees the preparation and marketing of the resulting products. How to use agriculture in a sentence.",241,1478,agriculture,11,Get the best deal of the year. Over 50% off.,44,679,165.0,684969,110215,679,165.0,4.115,1.47,99,52,0,10,9,0,9.892,2,2,3,4,2,3
https://www.usda.gov/,text/html; charset=UTF-8,200,Indexable,USDA,4,51,Specifies the Unicode Normalization Formats,43,0,Home,4,Advanced Object Oriented Programming (4340701),46,283,68.0,46930,11109,283,68.0,4.162,17.65,104,74,0,19,17,0,2.291,1,2,2,1,1,2
https://ustr.gov/issue-areas/agriculture,text/html; charset=UTF-8,200,Indexable,Agriculture | United States Trade Representative,48,424,"USTR's Office of Agricultural Affairs has overall responsibility for U.S. government trade negotiations and policy development and coordination regarding agriculture.  Staff works with the Chief Agricultural Negotiator and other USTR officials, and U.S. government agencies, particularly USDA, as appropriate.",309,1887,Agriculture,11,Choose a Location,17,401,103.0,28452,7293,401,103.0,3.893,1.47,95,63,0,8,6,0,1.089,2,2,3,4,2,3
https://www.fcc.gov/task-force-reviewing-connectivity-and-technology-needs-precision-agriculture-united-states,text/html; charset=UTF-8,200,Indexable,Task Force for Reviewing the Connectivity and Technology Needs of Precision Agriculture in the United States | Federal Communications Commission,144,1322,.tfheadline { /*font-size: 1.29em;*/ line-height: 1.22; } .tfheadlinedate { font-size:0.9em; color: #808080; }  ,112,642,Task Force for Reviewing the Connectivity and Technology Needs of Precision Agriculture in the United States,108,ECE 205 Object Oriented Programming (4),39,1221,170.0,62722,11998,1221,170.0,7.182,1.47,217,180,0,8,8,0,3.265,3,2,3,3,3,4
https://www.agriculture.com/,text/html;charset=utf-8,200,Indexable,"Successful Farming: Practical, Trusted Farming and Ranching Information",71,653,"Successful Farming is the trusted source for the diverse business, production, and family information needs of farmers and ranchers.",132,823,Our Mission,11,Easy Boneless Chicken Biryani Recipe,36,314,74.0,144914,32280,314,74.0,4.243,1.47,165,82,0,31,18,0,1.127,2,2,3,3,2,3
https://sfyl.ifas.ufl.edu/agriculture/,text/html; charset=UTF-8,200,Indexable,"Agriculture - Solutions for Your Life - University of Florida, Institute of Food and Agricultural Sciences - UF/IFAS",116,972,"UF/IFAS Extension bring the power of UF’s research and education to every county in Florida. We support farmers and growers, home and business owners, youth and families through science-based programs, information and accessible expertise.",239,1529,Agriculture,11,Bachelor of Science in Mathematics,34,692,122.0,55192,18468,692,122.0,5.672,1.47,73,59,0,6,6,0,6.915,2,2,3,4,3,3
https://ncta.unl.edu/,text/html; charset=utf-8,200,Indexable,Nebraska College of Technical Agriculture in Curtis |,53,459,"By Alexander Petkov Have you noticed how the same cliche questions always get asked at job interviews — over and over again? I’m sure you know what I mean. For example: Where do you see yourself in five years? or, even worse: What do you consider ...",250,0,Home,4,Get the best deal of the year. Over 50% off.,44,238,54.0,72084,21330,238,54.0,4.407,1.47,98,74,0,6,5,0,2.706,1,2,3,1,2,3
https://nca2018.globalchange.gov/chapter/10/,text/html,200,Indexable,Agriculture and Rural Communities - Fourth National Climate Assessment,70,649,You don’t mention where the chair came apart. But here’s a general process I use when repairing a chair. I do this professionally so I can’t have my work end up causing an injury. All loose joints need to be cleaned of all residual glue. This mean...,250,0,FOURTH NATIONAL CLIMATE ASSESSMENT,34,CHAPTER 10: AGRICULTURE AND RURAL COMMUNITIES,45,23354,7405.0,338826,87911,23354,7405.0,3.154,1.47,884,68,0,310,310,0,1.977,2,2,3,1,2,3
https://www.epa.gov/agriculture,text/html; charset=UTF-8,200,Indexable,Agriculture | US EPA,20,179,"The EPA Agriculture Resource Directory offers comprehensive, easy-to-understand information about environmental stewardship on farms and ranches; commonsense, flexible approaches that are both environmentally protective and agriculturally sound.",245,1569,Agriculture,11,Need help?,10,737,129.0,69701,16407,737,129.0,5.713,1.47,103,81,0,14,14,0,1.658,2,2,3,4,2,3
https://www.mda.state.mn.us/,text/html; charset=UTF-8,200,Indexable,Minnesota Department of Agriculture,35,329,"The MDA’s mission is to enhance Minnesotans’ quality of life by ensuring the integrity of our food supply, the health of our environment, and the strength of our agricultural economy.",183,1123,Minnesota Organic Conference,28,Title:FateZero: Fusing Attentions for Zero-shot Text-based Video Editing,72,1104,454.0,80214,20382,1104,454.0,2.432,1.47,201,185,0,9,9,0,3.228,2,2,3,4,2,3
https://www.iatp.org/,text/html; charset=UTF-8,200,Indexable,We work to create sustainable food agriculture systems | IATP,61,548,Find your Boston Celtics Mens Hoodies and sweatshirts at the Official Boston Celtics Shop. Browse our selection of Celtics hoodies and sweatshirts for every Celtics fan at Official Boston Celtics Shop.,201,0,We work to create sustainable food & agriculture systems.,57,Title:FateZero: Fusing Attentions for Zero-shot Text-based Video Editing,72,315,70.0,46102,46102,315,70.0,4.5,1.47,58,25,0,6,6,0,1.575,2,2,3,1,2,3
https://www.revisor.mn.gov/statutes/part/AGRICULTURE,text/html; charset=utf-8,200,Indexable,AGRICULTURE,11,129,"Superette's jewellery collection caters to all tastes, featuring gold and silver pendant and charm necklaces, a wide range of earrings, and an assortment of bracelets and rings. Free shipping on orders over $100.",212,0,Office of the Revisor of Statutes,33,2024 Minnesota Statutes,23,320,75.0,86687,86687,320,75.0,4.267,1.47,155,123,0,110,93,0,4.586,2,2,3,1,2,3
https://www.nrcs.usda.gov/,text/html; charset=UTF-8,200,Indexable,Home | Natural Resources Conservation Service,45,423,"The staff at Falcon Skydiving are professional, full-time tandem instructors. Skydiving is their full-time occupation.  We do this with safety being our number one concern.",172,0,Seen the wooden chair in Fresno that’s tall as a house? It’s part of a teary love story,87,ECE 205 Object Oriented Programming (4),39,360,79.0,270478,27683,360,79.0,4.557,1.47,423,119,0,16,11,0,7.395,2,2,3,1,2,3
https://ianr.unl.edu/,text/html; charset=utf-8,200,Indexable,Institute of Agriculture and Natural Resources |,48,413,A shrunken crew-neck sweatshirt in three views with chevron pieced colorblocking in sizes 0 - 30,96,0,"Institute of Agriculture and Natural Resources at the University of Nebraska-Lincoln, IANR, UNL",95,Trending Songs,14,295,66.0,114937,32383,295,66.0,4.47,1.47,100,70,0,6,6,0,10.988,2,2,2,1,2,3
https://www.farmers.gov/conservation/climate-smart,text/html; charset=UTF-8,200,Indexable,Climate-Smart Agriculture and Forestry Resources | Farmers.gov,62,568,USDA offers programs and services to support you in mitigating the impacts of climate change across your operation while building resilience for the future.,156,965,Climate-Smart Agriculture and Forestry,38,Trending Songs,14,2871,473.0,200954,200954,2871,473.0,6.07,1.47,149,88,0,59,58,0,4.61,2,2,3,3,2,3
https://www.fdacs.gov/,text/html; charset=utf-8,200,Indexable,Florida Department of Agriculture & Consumer Services,53,490,Florida Department of Agriculture and Consumer Services,55,357,A Few Bukowski Poems to Get You Started,39,InkscapeForum.com,17,39,14.0,57228,15935,39,14.0,2.786,1.47,8,6,0,3,3,0,1.807,2,2,2,3,2,3
https://www.ncagr.gov/,text/html; charset=UTF-8,200,Indexable,Home Page | NC Agriculture,26,247,Discover the Wooden Chair by Marc Newson crafted by Cappellini. Shop the exclusive selection of Lounge Chairs on Artemest online store.,135,0,Home Page,9,GUIDELINES,10,686,132.0,85690,85690,686,132.0,5.197,1.47,62,54,0,20,18,0,2.122,1,2,3,1,2,3
https://iowaagriculture.gov/,text/html; charset=UTF-8,200,Indexable,| Iowa Department of Agriculture and Land Stewardship,53,489,It's so comfy and we love the POCKETS! It's our all-time favorite sweatshirt!,77,0,Iowa Department of Agriculture and Land Stewardship,51,Bachelor of Science in Mathematics,34,230,50.0,41428,10279,230,50.0,4.6,1.47,47,32,0,12,12,0,2.731,2,2,2,1,2,3
https://ag.ok.gov/,text/html; charset=UTF-8,200,Indexable,ODAFF – Oklahoma Department of Agriculture and Forestry,55,527,"Are you learning calligraphy, a hand lettering beginner, but don't know where to start? This faux calligraphy or fauxligraphy basics tutorial is for you!",153,0,Science Inventory,17,Subscribe to RSS,16,195,40.0,87767,23271,195,40.0,4.875,1.47,54,39,0,12,12,0,3.545,2,2,3,1,2,3
https://www.cals.vt.edu/,text/html;charset=utf-8,200,Indexable,College of Agriculture and Life Sciences  | College of Agriculture and Life Sciences | Virginia Tech,100,849,A shrunken crew-neck sweatshirt in three views with chevron pieced colorblocking in sizes 0 - 30,96,0,College of Agriculture and Life Sciences,40,Meet Mario Ferruzzi CALS New Dean,33,542,117.0,113415,19908,542,117.0,4.632,1.47,190,158,0,21,18,0,4.023,2,2,2,1,3,3
https://texasagriculture.gov/,text/html; charset=utf-8,200,Indexable,Home,4,53,Texas Department of Agriculture,31,202,ASUS Wireless Mouse MD102,25,InkscapeForum.com,17,1738,317.0,104746,104746,1738,317.0,5.483,1.47,182,149,0,32,27,0,2.065,2,2,2,3,1,2
https://fdc.nal.usda.gov/,text/html,200,Indexable,DEFAULT FoodData Central,24,245,"Buy Fashion Jewellery Online for women. Check out the trendy collection of earrings, necklaces, bracelets, and rings. Cash on Delivery and Easy Returns.",152,0,Are You Ready to Fly?,21,Updated US and Canadian Normalization Factors for TRACI 2.1,59,0,,48766,9589,0,,,1.47,0,0,0,0,0,0,4.86,2,2,3,1,2,3
https://ag.dji.com/,text/html;charset=utf-8,200,Indexable,"DJI Agriculture - Drones Better Growth, Better Life",51,439,"DJI Agriculture Drone Promote the comprehensive transformation and upgrading of agricultural production. Our goal is to make Modern farming easier than ever by combining AI-powered hardware and Farming management software, DJI agriculture Smart Farm platforms with our signature aircraft systems to create a full-scale solution for safe and efficient agricultural management.",375,2373,Statistics > Machine Learning,29,DJI AGRAS T50,13,370,71.0,252129,32897,370,71.0,5.211,1.47,66,60,0,6,6,0,1.472,2,2,3,4,2,3
https://www.ars.usda.gov/,text/html; charset=utf-8,200,Indexable,ARS Home : USDA ARS,19,203,"Are you learning calligraphy, a hand lettering beginner, but don't know where to start? This faux calligraphy or fauxligraphy basics tutorial is for you!",153,0,Introducing Gen-3 Alpha.,24,InkscapeForum.com,17,386,71.0,51162,13006,386,71.0,5.437,1.47,66,51,0,10,9,0,7.778,2,2,3,1,2,3
https://www.ag.k-state.edu/,text/html; charset=UTF-8,200,Indexable,College of Agriculture,22,192,"We’re proud to be recognized as one of the nation’s top ag schools. Our faculty truly care about students, colleagues and the world we serve.",141,870,It All Begins Here!,19,It All Begins Here!,19,309,58.0,78126,20911,309,58.0,5.328,1.47,46,31,0,7,7,0,11.829,2,2,3,3,2,3
https://ag.purdue.edu/,text/html; charset=UTF-8,200,Indexable,College of Agriculture,22,192,"Purdue University's College of Agriculture leads globally in the science and business of agriculture, food, life, and natural resources, positively changing the world through our unwavering commitment to excellence in serving the land grant missions of learning, discovery, and engagement.",289,1777,Purdue University College of Agriculture,40,Choose a Location,17,349,62.0,129748,14783,349,62.0,5.629,1.47,200,95,0,22,13,0,1.775,2,2,3,4,2,3
https://common.usembassy.gov/en/ds-82/,text/html,200,Indexable,Technical Difficulties,22,186,A shrunken crew-neck sweatshirt in three views with chevron pieced colorblocking in sizes 0 - 30,96,0,Running,7,"Civil, Architectural and Environmental Engineering",50,19,4.0,188871,188871,19,4.0,4.75,0.0,0,0,0,0,0,0,4.596,1,2,2,1,2,3
https://www.euromonitor.com/solutions/passport,text/html; charset=utf-8,200,Indexable,Passport Is Euromonitor's Syndicated Global Market Research Database - Euromonitor.com,86,803,"Passport provides data and insight on industries, economies and consumers worldwide, helping our clients analyse market context and identify future trends.",155,975,What if your smartest decision is just a question away?,55,Passport demolishes doubt,25,1349,373.0,138197,26655,1349,373.0,3.617,1.25,129,93,0,7,7,0,0.845,2,2,3,3,2,3
https://www.multco.us/recording/passport-applications,text/html; charset=utf-8,200,Indexable,Passport Applications | Multnomah County,40,379,How to apply and what you need to bring to apply for a U.S. Passport at Multnomah County.,89,567,Passport Applications,21,Meet Mario Ferruzzi CALS New Dean,33,1423,344.0,64446,14629,1423,344.0,4.137,1.25,107,94,0,27,22,0,3.26,2,2,2,3,2,3
https://www.silverdollarcity.com/tickets/ticket-add-ons/christmas-tasting-passport/,text/html; charset=utf-8,200,Indexable,Christmas Tasting Passport | Silver Dollar City Attractions,59,507,"The staff at Falcon Skydiving are professional, full-time tandem instructors. Skydiving is their full-time occupation.  We do this with safety being our number one concern.",172,0,Festive Eats & Treats,21,"Civil, Architectural and Environmental Engineering",50,1015,312.0,150909,17176,1015,312.0,3.253,1.25,262,72,0,29,6,0,6.092,2,2,3,1,2,3
https://www.iowadnr.gov/Places-to-Go/State-Parks/Parks-Passport,text/html; charset=utf-8,200,Indexable,"Parks Passport, Iowa DNR",24,229,"Build points to redeem prizes. If you cash in, start back at zero and keep visiting parks to earn additional prizes.",116,686,Parks Passport,14,Easy Boneless Chicken Biryani Recipe,36,3338,767.0,233629,37267,3338,767.0,4.352,1.25,880,647,0,25,19,0,6.058,2,2,3,3,2,3
https://www.coloradoski.com/passes-and-deals/ski-passport/,text/html; charset=UTF-8,200,Indexable,Kids' Ski Passport | Colorado Ski Country USA,45,401,The Kids' Ski Passport for students grades 3–6 is just $65. Hit the slopes this winter with the whole family—and without breaking the bank.,139,861,2024–25 Ski Passport grades 3–6,31,2024–25 Ski Passport grades 3–6,31,1943,297.0,581032,232156,1943,297.0,6.542,1.25,124,66,0,15,10,0,2.571,2,2,3,3,2,3
https://ociservices.gov.in/,text/html;charset=ISO-8859-1,200,Non-Indexable,OCI,3,33,"By Alexander Petkov Have you noticed how the same cliche questions always get asked at job interviews — over and over again? I’m sure you know what I mean. For example: Where do you see yourself in five years? or, even worse: What do you consider ...",250,0,Running name normalization on email headers,43,GUIDELINES,10,648,115.0,31130,31130,648,115.0,5.635,1.25,13,7,0,10,10,0,5.279,2,2,3,1,1,2
https://apps.apple.com/us/app/passport-parking/id501324867,text/html,200,Indexable,‎Passport Parking on the App Store,34,305,"No more digging for coins. This is how parking should be.

Pay, extend, and manage your parking session with just a few taps. It’s easy!

PAY ON THE GO 
Pay qui…",161,996,Passport Parking 4+,19,Mathematics,11,1244,243.0,626757,131151,1244,243.0,5.119,0.0,41,41,0,5,2,0,1.909,2,2,3,3,2,3
https://www.germany.info/us-en/service/02-PassportsandIDCards/passport-adult/951294,text/html;charset=UTF-8,200,Non-Indexable,Passport for Adults - Federal Foreign Office,44,381,Please take the following Information into account when applying for a German passport.,87,552,Welcome,7,Passport for Adults,19,1200,182.0,96719,16894,1200,182.0,6.593,1.25,77,53,0,8,8,0,1.885,1,2,2,3,2,3
https://medicaidprovider.mt.gov/passport,text/html,200,Indexable,passport,8,78,"By Alexander Petkov Have you noticed how the same cliche questions always get asked at job interviews — over and over again? I’m sure you know what I mean. For example: Where do you see yourself in five years? or, even worse: What do you consider ...",250,0,Passport to Health,18,Need help?,10,428,71.0,30951,8392,428,71.0,6.028,1.25,96,75,0,14,9,0,2.382,2,2,3,1,1,2
https://www.dhs.gov/e-passports,text/html; charset=UTF-8,200,Indexable,e-Passports | Homeland Security,31,287,An e-Passport contains an electronic chip that holds the same information that is printed on the passport's data page. Find out about the e-Passport.,149,922,e-Passports,11,Mathematics,11,522,120.0,90849,16231,522,120.0,4.35,1.25,133,96,0,10,8,0,1.736,2,2,3,3,2,3
https://automobiles.honda.com/passport,text/html; charset=utf-8,200,Indexable,2025 Honda Passport - Rugged Midsize SUV,40,391,"Equipped for tough terrain and long weekends, the Rugged 2025 Passport offers seating for 5 and a powerful V-6 engine. Start planning your next outdoor adventure today.",168,1059,2025 Passport,13,RAISING A CHILD WITH ANXIETY OR OCD?,36,5528,981.0,960650,112714,5528,981.0,5.635,1.25,382,123,0,32,23,0,4.604,2,2,3,4,2,3
https://travel.state.gov/content/travel/en/passports.html,text/html;charset=utf-8,200,Indexable,U.S. Passports,14,129,"Welcome to Skydive PA! Offering tandem, sport, and AFF skydiving in Mercer, PA for more than 20 years. Skydiving Pittsburgh, Erie, & Youngstown since 1994.",155,0,U.S. Passports,14,English,7,708,221.0,52322,9903,708,221.0,3.204,7.5,97,52,0,15,9,0,5.448,2,1,3,1,2,3
https://www.pay.gov/public/form/start/1156527186/,text/html;charset=UTF-8,200,Indexable,Pay.gov - Overseas U.S. Adult Passport Renewal Fee,50,461,You don’t mention where the chair came apart. But here’s a general process I use when repairing a chair. I do this professionally so I can’t have my work end up causing an injury. All loose joints need to be cleaned of all residual glue. This mean...,250,0,Statistics > Machine Learning,29,InkscapeForum.com,17,496,111.0,43646,10302,496,111.0,4.468,1.25,22,14,0,3,3,0,2.094,2,2,3,1,2,3
https://www.geaerospace.com/commercial/aircraft-engines/passport,text/html; charset=UTF-8,200,Indexable,Passport | GE Aerospace,23,218,PassportTurbofan,16,113,PassportTurbofan,16,Working with Normalization Rules,32,415,67.0,80061,12699,415,67.0,6.194,1.25,112,87,0,8,8,0,1.5,2,2,2,3,2,3
https://wsac.wa.gov/passport/guide,text/html; charset=UTF-8,200,Indexable,Passport to Careers Guide | WSAC,32,302,Find your Boston Celtics Mens Hoodies and sweatshirts at the Official Boston Celtics Shop. Browse our selection of Celtics hoodies and sweatshirts for every Celtics fan at Official Boston Celtics Shop.,201,0,Passport to Careers Guide,25,Choose a Location,17,1707,277.0,120487,21141,1707,277.0,6.162,1.25,112,109,0,5,4,0,3.633,2,2,3,1,2,3
https://china.usembassy-china.org.cn/passports/,text/html,200,Indexable,Technical Difficulties,22,186,"Welcome to Skydive PA! Offering tandem, sport, and AFF skydiving in Mercer, PA for more than 20 years. Skydiving Pittsburgh, Erie, & Youngstown since 1994.",155,0,A Few Bukowski Poems to Get You Started,39,College of Agriculture and Life Sciences,40,19,4.0,188871,188871,19,4.0,4.75,0.0,0,0,0,0,0,0,2.936,2,2,3,1,2,3
https://www.roc-taiwan.org/ussfo_en/cat/9.html,text/html; charset=utf-8,200,Indexable,ROC (Taiwan) Passport - Taipei Economic and Cultural Office in San Francisco 駐舊金山台北經濟文化辦事處,90,957,"Organize your handbag with our iconic line of ""modern retro chic"" wallets. In noble and natural leather and vintage-inspired, they will be your daily accomplices.",162,0,Taipei Economic and Cultural Office in San Francisco,52,Naive implemantation of the backward pass through the BatchNorm-Layer,69,136,32.0,18947,6507,136,32.0,4.25,1.25,20,10,0,3,3,0,10.911,2,2,3,1,2,3
https://flynashville.com/inside-bna/bna-passport,text/html; charset=UTF-8,200,Indexable,BNA PASSport - Nashville International Airport | BNA,52,462,Discover the BNA PASSport guest pass program—an immersive offering for non-ticketed guests.,91,597,BNA PASSport,12,Ask for info,12,2045,282.0,275926,39641,2045,282.0,7.252,1.25,152,47,0,35,18,0,22.88,2,2,2,3,2,3
https://iafdb.travel.state.gov/,text/html; charset=utf-8,200,Indexable,Where to Apply for a Passport Nationwide,40,369,"Loaded with veggies, crunchy cashews, warm spices like saffron, herbs like cilantro and mint, this Vegetable Biryani is a delight to the taste buds!",148,0,Christmas Song Lyrics,21,Ask for info,12,138,33.0,10685,10685,138,33.0,4.182,1.25,6,6,0,0,0,0,5.003,2,2,3,1,2,3
https://www.visitwilmingtonde.com/passport/,text/html; charset=utf-8,200,Indexable,"Brandywine Treasure Trail Passport | May 25 - Oct 31, 2024",58,521,"Explore 12 attractions in Wilmington and Brandywine Valley with a Treasure Trail Passport! Enjoy it all, from art and history to restaurants and gardens.",153,930,The Perfect Holiday Gift has Arrived! 2025 Brandywine Treasure Trail Passport,77,GUIDELINES,10,575,118.0,709419,118291,575,118.0,4.873,1.25,183,113,0,23,11,0,2.115,2,2,3,3,2,3
https://www.nyc.gov/site/mocs/passport/about-passport.page,text/html;charset=UTF-8,200,Indexable,About PASSPort | MOCS,21,217,PASSPort is the City of New York's digital procurement platform. Register an account for your business/organization to do business with the City.,145,901,About PASSPort,14,Meet Mario Ferruzzi CALS New Dean,33,229,46.0,23160,6888,229,46.0,4.978,1.25,41,31,0,1,1,0,4.69,2,2,3,3,2,3
https://parking.wustl.edu/items/passport-parking-app/,text/html; charset=UTF-8,200,Indexable,Passport Parking | Parking & Transportation | Washington University in St. Louis,80,700,"Explore a Mathematics & Computer Science, Bachelor of Science in Liberal Arts and Sciences (BSLAS) degree at the nation's #5 best computer science program at the University of Illinois Urbana-Champaign.",202,0,Passport Parking,16,"Civil, Architectural and Environmental Engineering",50,127,24.0,81087,23803,127,24.0,5.292,1.25,39,31,0,6,5,0,4.676,2,2,3,1,2,3
https://travel.state.gov/content/travel/en/passports/need-passport.html,text/html;charset=utf-8,200,Indexable,Get a Passport Homepage,23,232,"Explore your math bachelor’s degree options at Northern Arizona University. Read about program details, campus availability, and apply today!",141,0,U.S. Passports,14,English,7,604,213.0,56500,9943,604,213.0,2.836,2.5,95,37,0,15,9,0,1.281,2,1,3,1,2,3
